"name","value","info"
"TUITIONFEE_PROG",,"Tuition and fees for program-year institutions"
"TUITFTE","31272","Net tuition revenue per full-time equivalent student"
"INEXPFTE","29133","Instructional expenditures per full-time equivalent student"
"AVGFACSAL","11688","Average faculty salary"
"PFTFAC","0.8369","Proportion of faculty that is full-time"
"PCTPELL","0.1301","Percentage of undergraduates who receive a Pell Grant"
"C150_4","0.9217","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion)"
"C150_L4",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion)"
"C150_4_POOLED","0.9336","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion), pooled for two year rolling averages"
"C150_L4_POOLED",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion), pooled for two year rolling averages"
"POOLYRS","2","Years used for rolling averages of completion rate C150_[4/L4]_POOLED and transfer rate TRANS_[4/L4]_POOLED"
"PFTFTUG1_EF","1","Share of entering undergraduate students who are first-time, full-time degree-/certificate-seeking undergraduate students"
"D150_4","511","Adjusted cohort count for completion rate at four-year institutions (denominator of 150% completion rate)"
"D150_L4",,"Adjusted cohort count for completion rate at less-than-four-year institutions (denominator of 150% completion rate)"
"D150_4_POOLED","1039","Adjusted cohort count for completion rate at four-year institutions (denominator of 150% completion rate), pooled for two-year rolling averages"
"D150_L4_POOLED",,"Adjusted cohort count for completion rate at less-than-four-year institutions (denominator of 150% completion rate), pooled for two-year rolling averages"
"C150_4_WHITE","0.9417","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for white students"
"C150_4_BLACK","0.7647","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for black students"
"C150_4_HISP","0.9474","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for Hispanic students"
"C150_4_ASIAN","0.9118","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for Asian students"
"C150_4_AIAN",,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for American Indian/Alaska Native students"
"C150_4_NHPI","1","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for Native Hawaiian/Pacific Islander students"
"C150_4_2MOR","0.8261","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for students of two-or-more-races"
"C150_4_NRA","0.8537","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for non-resident alien students"
"C150_4_UNKN","0.9286","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for students whose race is unknown"
"C150_4_WHITENH","0.938","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for white students"
"C150_4_BLACKNH","0.8889","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for black students"
"C150_4_API","0.9796","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for Asian/Pacific Islander students"
"C150_4_AIANOLD","1","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for American Indian/Alaska Native students"
"C150_4_HISPOLD","0.8214","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for Hispanic students"
"C150_L4_WHITE",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for white students"
"C150_L4_BLACK",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for black students"
"C150_L4_HISP",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for Hispanic students"
"C150_L4_ASIAN",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for Asian students"
"C150_L4_AIAN",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for American Indian/Alaska Native students"
"C150_L4_NHPI",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for Native Hawaiian/Pacific Islander students"
"C150_L4_2MOR",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for students of two-or-more-races"
"C150_L4_NRA",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for non-resident alien students"
"C150_L4_UNKN",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for students whose race is unknown"
"C150_L4_WHITENH",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for white non-Hispanic students"
"C150_L4_BLACKNH",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for black non-Hispanic students"
"C150_L4_API",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for Asian/Pacific Islander students"
"C150_L4_AIANOLD",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for American Indian/Alaska Native students"
"C150_L4_HISPOLD",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for Hispanic students"
"C200_4","0.9303","Completion rate for first-time, full-time bachelor's-degree-seeking students at four-year institutions (200% of expected time to completion)"
"C200_L4",,"Completion rate for first-time, full-time students at less-than-four-year institutions (200% of expected time to completion)"
"D200_4","488","Adjusted cohort count for completion rate at four-year institutions (denominator of 200% completion rate)"
"D200_L4",,"Adjusted cohort count for completion rate at less-than-four-year institutions (denominator of 200% completion rate)"
"RET_FT4","0.9613","First-time, full-time student retention rate at four-year institutions"
"RET_FTL4",,"First-time, full-time student retention rate at less-than-four-year institutions"
"RET_PT4",,"First-time, part-time student retention rate at four-year institutions"
"RET_PTL4",,"First-time, part-time student retention rate at less-than-four-year institutions"
"C200_4_POOLED","0.9268","Completion rate for first-time, full-time bachelor's-degree-seeking students at four-year institutions (200% of expected time to completion), pooled for two year rolling averages"
"C200_L4_POOLED",,"Completion rate for first-time, full-time students at less-than-four-year institutions (200% of expected time to completion), pooled for two year rolling averages"
"POOLYRS200","2","Years used for rolling averages of completion rate C200_[4/L4]_POOLED"
"D200_4_POOLED","997","Adjusted cohort count for completion rate at four-year institutions (denominator of 200% completion rate), pooled for two-year rolling averages"
"D200_L4_POOLED",,"Adjusted cohort count for completion rate at less-than-four-year institutions (denominator of 200% completion rate), pooled for two-year rolling averages"
"PCTFLOAN","0.4628","Percent of all undergraduate students receiving a federal student loan"
"UG25ABV","0.003","Percentage of undergraduates aged 25 and above"
"CDR2","0.009","Two-year cohort default rate"
"CDR3","0.005","Three-year cohort default rate"
"DEATH_YR2_RT","PrivacySuppressed","Percent died within 2 years at original institution"
"COMP_ORIG_YR2_RT","PrivacySuppressed","Percent completed within 2 years at original institution"
"COMP_4YR_TRANS_YR2_RT","PrivacySuppressed","Percent who transferred to a 4-year institution and completed within 2 years"
"COMP_2YR_TRANS_YR2_RT","PrivacySuppressed","Percent who transferred to a 2-year institution and completed within 2 years"
"WDRAW_ORIG_YR2_RT","PrivacySuppressed","Percent withdrawn from original institution within 2 years"
"WDRAW_4YR_TRANS_YR2_RT","PrivacySuppressed","Percent who transferred to a 4-year institution and withdrew within 2 years"
"WDRAW_2YR_TRANS_YR2_RT","PrivacySuppressed","Percent who transferred to a 2-year institution and withdrew within 2 years"
"ENRL_ORIG_YR2_RT","0.811059908","Percent still enrolled at original institution within 2 years"
"ENRL_4YR_TRANS_YR2_RT","PrivacySuppressed","Percent who transferred to a 4-year institution and were still enrolled within 2 years"
"ENRL_2YR_TRANS_YR2_RT","PrivacySuppressed","Percent who transferred to a 2-year institution and were still enrolled within 2 years"
"UNKN_ORIG_YR2_RT","0.069124424","Percent with status unknown within 2 years at original institution"
"UNKN_4YR_TRANS_YR2_RT","PrivacySuppressed","Percent who transferred to a 4-year institution and whose status is unknown within 2 years"
